,uwwName,uwwLatitude,uwwLongitude,the_geom
1516,Mayland ,51.68657432,0.77177647,POINT (0.7717764700000003 51.68657435768753)
1517,Melbourn ,52.09353346,0.01718585,POINT (0.017185854 52.09353349729175)
1518,Melton ,52.09830653,1.32736649,POINT (1.32736649 52.098306567287)
1519,Metheringham ,53.13967565,-0.38789517,POINT (-0.3878951720000001 53.13967568618382)
1520,West Mersea ,51.77586346,0.93755173,POINT (0.9375517329999999 51.77586349760242)
1521,West Stow ,52.30677363,0.65644352,POINT (0.6564435170000001 52.30677366707633)
1522,Wethersfield ,51.94846956,0.48183693,POINT (0.481836925 51.94846959743516)
1523,Weybread ,52.37756105,1.28477565,POINT (1.284775649 52.377561087003635)
1524,Daventry   ,52.27775744,-1.09448017,POINT (-1.09448017 52.27775747710597)
1525,Mildenhall ,52.34479165,0.48427554,POINT (0.484275536 52.344791687037365)
1526,Moulton ,52.80086952,-0.07524451,POINT (-0.075244513 52.80086955655655)
1527,Mundesley ,52.86806095,1.43167414,POINT (1.4316741380000002 52.86806098648366)
1528,Navenby ,53.10711877,-0.53576788,POINT (-0.5357678759999999 53.107118806220186)
1529,Nayland ,51.97478472,0.88818138,POINT (0.8881813750000002 51.974784757409324)
1530,Ravenstone ,52.7144892,-1.41599364,POINT (-1.4159936380000002 52.71448923664947)
1531,West Burton ,53.36879581,-0.79088668,POINT (-0.790886682 53.36879584592448)
1532,Scotter ,53.48936979,-0.65889276,POINT (-0.6588927640000001 53.48936982578568)
1533,Stoke Heath ,52.86212162,-2.52042745,POINT (-2.52042745 52.86212165649013)
1534,Necton   ,52.64773506,0.74849409,POINT (0.748494088 52.64773509672069)
1535,Needham Market ,52.1524735,1.06041392,POINT (1.0604139169999998 52.152473537232765)
1536,Needingworth ,52.3287125,-0.02214769,POINT (-0.022147691 52.32871253705389)
1537,Nettleham ,53.26991205,-0.47400874,POINT (-0.47400874 53.269912086037124)
1538,Fluxton ,50.72562034,-3.29275335,POINT (-3.292753346 50.725620378539304)
1539,Catrineholms.T.W.,55.50405,-4.34236,POINT (-4.34236 55.50405003324699)
1540,Fowey ,50.34653377,-4.64612982,POINT (-4.646129822999999 50.34653380884225)
1541,Great Torrington ,50.95161568,-4.16127042,POINT (-4.161270418 50.95161571834966)
1542,Gunnislake ,50.51671674,-4.21000839,POINT (-4.210008387 50.516716778708606)
1543,Comrie,56.37076999999999,-3.9638,POINT (-3.9638000000000004 56.37077003204062)
1544,St Ives And Penzance   ,50.17095546,-5.43544286,POINT (-5.435442861000001 50.17095549897606)
1545,Heathfield ,50.57444379,-3.64812153,POINT (-3.6481215330000003 50.5744438286624)
1546,Cononbridge,57.57271,-4.426130000000001,POINT (-4.426130000000001 57.572710030273036)
1547,Helston ,50.09620259,-5.28013906,POINT (-5.28013906 50.09620262903175)
1548,Whitland Wwtw Whitland Carms ,51.81213499,-4.60554512,POINT (-4.605545118074599 51.81213502731648)
1549,Holsworthy   ,50.80429697,-4.35677483,POINT (-4.3567748250000005 50.804297008474045)
1550,Llandysul Wwtw Llandysul Ceredigion ,52.03777532,-4.30559999,POINT (-4.305599990069819 52.03777535380618)
1551,Honiton ,50.80185648,-3.20262871,POINT (-3.2026287050000004 50.80185651847608)
1552,Horrabridge ,50.51441133,-4.11926973,POINT (-4.119269734 50.51441136871045)
1553,Ilfracombe ,51.20876198,-4.10975213,POINT (-4.10975213 51.20876201812583)
1554,Ipplepen & Torbryan ,50.48926471,-3.65382528,POINT (-3.653825281 50.48926474873043)
1555,Ivybridge ,50.38478052,-3.92679785,POINT (-3.9267978469999996 50.38478055881256)
1556,Kenton And Starcross ,50.63630246,-3.45279844,POINT (-3.452798443 50.6363024986124)
1557,Corpachwwtw,56.84215,-5.13621,POINT (-5.13621 56.8421500313596)
1558,Couparangus,56.54741,-3.28102,POINT (-3.281020000000001 56.547410031787386)
1559,Gamlingay ,52.14273874,-0.20074581,POINT (-0.200745813 52.142738777242535)
1560,"Pitsea , Ritsea Marsh, Basildon,""",51.55546136,0.50442413,POINT (0.5044241339999999 51.555461397810646)
1561,"Southend Sewage Works, Southend On""",51.55596129999999,0.71050094,POINT (0.7105009359999997 51.55596133781019)
1562,Old Leake-Skipmarsh Lane ,53.03079574,0.06990106,POINT (0.069901055 53.03079577630502)
1563,"Tilbury , Tilbury, Essex""",51.45673581,0.37861169,POINT (0.378611691 51.45673584790194)
1564,Cromwell ,53.15373161,-0.80839158,POINT (-0.8083915790000002 53.15373164616808)
1565,Kingsbridge ,50.26806954,-3.77211669,POINT (-3.772116689 50.26806957890255)
1566,Ladock Valley ,50.28493256,-4.98537956,POINT (-4.985379555 50.28493259888968)
1567,Cropthorne Heath ,52.10244265,-2.01513632,POINT (-2.015136321 52.10244268728285)
1568,Winslow ,51.93233637,-0.88739281,POINT (-0.8873928130000001 51.93233640745094)
1569,Codsall ,52.63129553,-2.17342754,POINT (-2.173427539 52.63129556673815)
1570,Birmingham East (Coleshill) ,52.5200584,-1.71583121,POINT (-1.7158312139999998 52.52005843685548)
1571,Moygashel,54.483999999999995,-6.745,POINT (-6.745000000000001 54.4840000345822)
1572,Draperstown,54.799,-6.787000000000001,POINT (-6.787 54.799000034180274)
1573,Newmarket ,52.27830774,0.39348595,POINT (0.393485951 52.27830777710541)
1574,Arley ,52.50351384,-1.59174685,POINT (-1.591746847 52.50351387687279)
1575,Armitage ,52.74516172,-1.87079961,POINT (-1.87079961 52.74516175661657)
1576,"Cowie Wwtw, Stirling",56.087680000000006,-3.8511300000000004,POINT (-3.851129999999999 56.087680032441426)
1577,Coyltons.T.W.  (Joppas.T.W.),55.44791,-4.5308,POINT (-4.5308 55.447910033322955)
1578,Lanner St Day ,50.22299491,-5.16247067,POINT (-5.162470671000001 50.22299494893683)
1579,Cropwell Bishop ,52.91720089,-0.97676802,POINT (-0.9767680220000003 52.91720092643001)
1580,Launceston   ,50.64043505,-4.33205803,POINT (-4.332058024999999 50.64043508860903)
1581,Liskeard   ,50.441121,-4.47853999,POINT (-4.478539994000001 50.44112103876845)
1582,Derby ,52.90641789,-1.41624233,POINT (-1.4162423260000003 52.906417926441826)
1583,Looe ,50.35574317,-4.47134703,POINT (-4.471347032000001 50.35574320883512)
1584,Dolgellau St ,52.74697781,-3.90857387,POINT (-3.9085738661344913 52.74697784753492)
1585,Loithiel ,50.39679497,-4.66476,POINT (-4.664760004 50.39679500880318)
1586,Malborough ,50.23572724,-3.80767103,POINT (-3.807671031 50.235727278927186)
1587,Llanfairfecn ,53.24797476,-3.99695116,POINT (-3.9969511558611623 53.247974795004666)
1588,Millbrook ,50.351978100000004,-4.2061008,POINT (-4.2061008 50.35197813883804)
1589,Newquay ,50.39090205,-5.07193067,POINT (-5.071930666 50.390902088807785)
1590,Spilsby ,53.15831439,0.1222665,POINT (0.122266496 53.158314426162946)
1591,Newton Abbot / Teignmouth   ,50.53752122,-3.57830597,POINT (-3.5783059670000004 50.53752125869201)
1592,North Fal   ,50.32216968,-4.89167853,POINT (-4.891678525 50.32216971886107)
1593,Blakeney ,51.75220264,-2.44889515,POINT (-2.448895153 51.75220267762506)
1594,Okehampton ,50.76733142,-3.98806998,POINT (-3.988069976999999 50.7673314585048)
1595,Ottery St Mary ,50.74794367,-3.28439561,POINT (-3.2843956070000004 50.74794370852087)
1596,Par ,50.34213552,-4.71897558,POINT (-4.718975576999999 50.342135558845655)
1597,Dinnington ,53.36791668,-1.22630468,POINT (-1.2263046829999997 53.36791671592549)
1598,Donisthorpe ,52.72550166,-1.55014437,POINT (-1.5501443679999998 52.725501696637664)
1599,Plymouth (Camels Head) ,50.39213495,-4.17525284,POINT (-4.175252839 50.39213498880682)
1600,Plymouth (Radford) ,50.35593704,-4.10614282,POINT (-4.106142824000001 50.355937078834955)
1601,Plymouth Central ,50.36689117,-4.11363082,POINT (-4.113630820000001 50.36689120882647)
1602,Tideswell ,53.26719103,-1.77028065,POINT (-1.770280648 53.2671910660402)
1603,Blockley ,52.02501036,-1.73646488,POINT (-1.7364648769999997 52.02501039735981)
1604,Plympton   ,50.38891988,-4.07862311,POINT (-4.078623113 50.38891991880934)
1605,Ponsanooth ,50.19787409,-5.133438900000001,POINT (-5.1334389 50.19787412895581)
1606,Waltham ,52.82130467,-0.82409265,POINT (-0.8240926490000001 52.82130470653444)
1607,Alton ,52.98088308,-1.89065273,POINT (-1.8906527340000003 52.980883116360125)
1608,Alveley ,52.46313692,-2.35556869,POINT (-2.3555686909999998 52.463136956914944)
1609,Ambergate ,53.06039514,-1.47191001,POINT (-1.4719100070000002 53.060395176272195)
1610,Atherstone ,52.5798912,-1.53304066,POINT (-1.5330406599999997 52.57989123679255)
1611,Bakewell ,53.1861385,-1.63647844,POINT (-1.636478441 53.18613853613169)
1612,Balderton ,53.04921486,-0.79015169,POINT (-0.790151689 53.04921489628461)
1613,Balsall Common ,52.39796006,-1.67546418,POINT (-1.675464184 52.39796009698259)
1614,Barlestone ,52.64171624,-1.37188826,POINT (-1.3718882590000003 52.641716276727095)
1615,White Notley ,51.83495166,0.59557894,POINT (0.5955789359999999 51.834951697545556)
1616,Whittlesey ,52.54764099,-0.12358423,POINT (-0.123584234 52.54764102682651)
1617,Wickford   ,51.61551731,0.55330651,POINT (0.5533065140000001 51.615517347754505)
1618,Wickham Market ,52.1519775,1.37346648,POINT (1.373466475 52.15197753723326)
1619,Porthilly ,50.53825972,-4.91345005,POINT (-4.913450045 50.53825975869141)
1620,Porthtowan ,50.28106608,-5.22225225,POINT (-5.222252247999999 50.28106611889263)
1621,Hambleton ,53.77603861,-1.14895896,POINT (-1.1489589560000002 53.7760386454494)
1622,Seaton ,50.71210296,-3.06524918,POINT (-3.065249183 50.71210299855042)
1623,Harrogate North ,54.01892289,-1.5370792,POINT (-1.5370791969999997 54.01892292515766)
1624,Sidmouth ,50.70729536,-3.22418405,POINT (-3.224184052 50.707295398554386)
1625,South Brent ,50.41974895,-3.83451797,POINT (-3.8345179680000014 50.41974898878524)
1626,Harrogate South ,53.96741074,-1.43533569,POINT (-1.435335689 53.96741077522004)
1627,Hinderwell ,54.55465315,-0.82198076,POINT (-0.821980759 54.55465318449288)
1628,South Molton ,51.01636569,-3.82301131,POINT (-3.8230113139999995 51.016365728294105)
1629,Ilkley ,53.93149469,-1.81051613,POINT (-1.8105161280000002 53.9314947252634)
1630,St Austell Menagwins ,50.32403021,-4.79433494,POINT (-4.794334935999999 50.324030248859636)
1631,Killinghall ,54.02683684,-1.58782428,POINT (-1.587824283 54.02683687514807)
1632,St Austell North ,50.39113345,-4.75329696,POINT (-4.753296957000001 50.39113348880759)
1633,Crieff,56.359359999999995,-3.8455199999999996,POINT (-3.84552 56.35936003205691)
1634,St Cleer ,50.48554304,-4.45320441,POINT (-4.4532044090000005 50.48554307873338)
1635,Cupar Wwtw,56.32225,-2.99086,POINT (-2.99086 56.32225003210976)
1636,St Columb ,50.43818096,-4.94832579,POINT (-4.948325794 50.43818099877076)
1637,Dalbeatties.T.W.,54.92162,-3.82186,POINT (-3.8218600000000005 54.92162003402124)
1638,Dalderse Wwtw,56.02001,-3.76062,POINT (-3.7606199999999994 56.02001003253628)
1639,Malvern   ,52.10233612,-2.2979418,POINT (-2.297941798 52.10233615728298)
1640,Dalmellingtons.T.W.,55.315780000000004,-4.402819999999999,POINT (-4.402820000000002 55.315780033500616)
1641,Dalmuir Pfi - Dalmuir Wwtw,55.908280000000005,-4.44085,POINT (-4.44085 55.90828003269206)
1642,St Dennis ,50.3826293,-4.89666489,POINT (-4.896664886 50.38262933881424)
1643,Tatworth ,50.83903559,-2.94216472,POINT (-2.9421647159999997 50.83903562844497)
1644,Tavistock ,50.53077768,-4.15615519,POINT (-4.1561551880000005 50.53077771869739)
1645,Tiverton ,50.88451597,-3.48693588,POINT (-3.486935883 50.88451600840667)
1646,Torquay/ Paignton/ Brixham  ) ,50.39620827,-3.5532056000000005,POINT (-3.5532056 50.396208308803644)
1647,Glemsford ,52.10963759,0.67774369,POINT (0.6777436899999999 52.10963762727566)
1648,Torpoint ,50.36622537,-4.22966874,POINT (-4.22966874 50.366225408826985)
1649,Gosberton ,52.87367538,-0.17831042,POINT (-0.178310423 52.87367541647755)
1650,Totnes ,50.43729222,-3.68062804,POINT (-3.6806280350000007 50.43729225877147)
1651,Bottesford ,52.94873411,-0.81037065,POINT (-0.810370647 52.948734146395466)
1652,Trecerus ,50.535799600000004,-4.95818086,POINT (-4.958180858 50.5357996386934)
1653,Truro (Newham) ,50.24943294,-5.04198343,POINT (-5.0419834329999995 50.249432978916765)
1654,Boughton ,53.20115863,-0.98499021,POINT (-0.9849902070000002 53.201158666114814)
1655,Uffculme ,50.89833912,-3.33434842,POINT (-3.334348415 50.89833915839497)
1656,Bramcote/Wolvey ,52.49645925,-1.39310789,POINT (-1.3931078849999998 52.496459286880174)
1657,Wadebridge ,50.52502343,-4.84934797,POINT (-4.849347966 50.52502346870199)
1658,Willand ,50.88672054,-3.36465394,POINT (-3.3646539390000005 50.88672057840479)
1659,Grantham   ,52.97363592,-0.65042861,POINT (-0.650428611 52.973635956368106)
1660,Woodbury ,50.67190468,-3.41721532,POINT (-3.4172153169999993 50.67190471858337)
1661,Woolacombe ,51.16855119,-4.20490249,POINT (-4.204902492 51.168551228161384)
1662,Northampton   ,52.25007229,-0.80589759,POINT (-0.8058975900000003 52.250072327134156)
1663,Almondsbury ,51.56202428,-2.57718347,POINT (-2.5771834679999994 51.562024317804536)
1664,Great Chesterford ,52.07399823,0.18683373,POINT (0.186833732 52.07399826731123)
1665,Great Cornard ,52.01415048,0.74566727,POINT (0.745667272 52.014150517370545)
1666,Great Dunmow ,51.86674083,0.37344356,POINT (0.373443557 51.866740867514814)
1667,Great Easton  ,51.89984527,0.32058893,POINT (0.3205889289999999 51.89984530748265)
1668,Great Totham ,51.77202484,0.6978605,POINT (0.6978604989999999 51.77202487760609)
1669,Dalscones.T.W. (New),55.08829,-3.5971900000000003,POINT (-3.597190000000001 55.08829003380285)
1670,Alveston ,51.58402072,-2.54451205,POINT (-2.544512048000001 51.58402075778399)
1671,Dalscones.T.W. (Old),55.0884,-3.59672,POINT (-3.5967199999999995 55.0884000338027)
1672,Amesbury ,51.16823177,-1.78313474,POINT (-1.78313474 51.16823180816167)
1673,Bristol   ,51.51060443,-2.67440371,POINT (-2.6744037130000002 51.51060446785228)
1674,Bath   ,51.41217105,-2.44282286,POINT (-2.4428228630000004 51.41217108794275)
1675,Bishops Lydeard ,51.05262137,-3.16786707,POINT (-3.167867074000001 51.05262140826275)
1676,Blackheath ,50.7396798,-2.14380076,POINT (-2.143800762000001 50.739679838527685)
1677,Barrow & Quorn ,52.75843426,-1.17179649,POINT (-1.171796494 52.758434296602296)
1678,Dromore,54.415,-6.162000000000001,POINT (-6.161999999999999 54.41500003466894)
1679,Dungiven,54.931999999999995,-6.93,POINT (-6.929999999999999 54.932000034007714)
1680,Findern ,52.86835553,-1.52950567,POINT (-1.529505671 52.868355566483345)
1681,Pant Plas Cerrig ,52.7864,-3.07967,POINT (-3.07967 52.78640003657217)
1682,"Sutton Bonington , Fe""",52.83147882,-1.26080247,POINT (-1.2608024739999997 52.83147885652342)
1683,Warwick Bridge And District  Humus,54.9109439,-2.82480229,POINT (-2.8248022939999995 54.91094393403513)
1684,Bradwell ,53.33668215,-1.73116277,POINT (-1.7311627699999999 53.33668218596117)
1685,Dunmurry,54.543,-5.997000000000001,POINT (-5.997000000000001 54.54300003450766)
1686,Fivemiletown,54.375,-7.312,POINT (-7.311999999999999 54.37500003471901)
1687,Gilford,54.373999999999995,-6.371,POINT (-6.370999999999999 54.37400003472026)
1688,Irvinestown,54.47,-7.625,POINT (-7.625 54.470000034599835)
1689,Keady,54.253,-6.696000000000001,POINT (-6.696 54.253000034870745)
1690,Cold Hiendley ,53.6261009,-1.44189523,POINT (-1.4418952300000003 53.62610093562638)
1691,Collingham ,53.15612025,-0.76576261,POINT (-0.7657626090000003 53.15612028616541)
1692,Huthwaite ,53.11876117,-1.30235476,POINT (-1.3023547600000003 53.118761206207196)
1693,Newark ,53.09368843,-0.80548111,POINT (-0.8054811050000003 53.093688466235164)
1694,Kilkeel,54.063,-5.997000000000001,POINT (-5.997000000000001 54.06300003510407)
1695,Killyleagh,54.4,-5.645,POINT (-5.6450000000000005 54.40000003468773)
1696,Kilrea,54.957,-6.546,POINT (-6.546000000000001 54.957000033975106)
1697,Larne,54.848,-6.946000000000001,POINT (-6.946 54.848000034116914)
1698,Limavady,55.056000000000004,-6.946000000000001,POINT (-6.946 55.05600003384535)
1699,New Holland,54.52,-6.019,POINT (-6.019000000000002 54.52000003453675)
1700,Lisnaskea,54.254,-7.449,POINT (-7.449000000000001 54.254000034869506)
1701,Culmore,55.052,-7.256,POINT (-7.256000000000001 55.0520000338506)
1702,Maghaberry,54.501000000000005,-6.172999999999999,POINT (-6.173 54.50100003456074)
1703,Denny Wwtw,56.02457,-3.89466,POINT (-3.8946600000000005 56.0245700325299)
1704,Box ,51.41938865,-2.25306533,POINT (-2.253065329 51.41938868793615)
1705,Bradford On Avon ,51.34203165,-2.26599019,POINT (-2.2659901919999994 51.34203168800648)
1706,Bridgwater ,51.14097231,-2.99798796,POINT (-2.997987957999999 51.14097234818566)
1707,Bridport ,50.71351981,-2.75064041,POINT (-2.750640411 50.713519848549254)
1708,Brancote ,52.79798039,-2.06819583,POINT (-2.06819583 52.79798042655966)
1709,Bruton ,51.10418755,-2.46872301,POINT (-2.468723014 51.10418758821788)
1710,Butleigh ,51.10020544,-2.67591024,POINT (-2.675910237 51.10020547822137)
1711,Branton ,53.49875779,-1.0359380999999999,POINT (-1.0359380980000001 53.4987578257748)
1712,Calne ,51.44168778,-2.03060926,POINT (-2.0306092640000006 51.44168781791575)
1713,Cam Valley ,51.32814324,-2.43081765,POINT (-2.4308176500000003 51.32814327801901)
1714,Dingwall,57.59349,-4.41118,POINT (-4.411179999999999 57.59349003024163)
1715,Dollar Wwtw,56.16065,-3.6877400000000002,POINT (-3.6877400000000002 56.16065003233871)
1716,Dornoch,57.86764,-4.028169999999999,POINT (-4.02817 57.86764002982459)
1717,Douglass.T.W.,55.55976,-3.84749,POINT (-3.8474899999999996 55.55976003317133)
1718,Drongan S.T.W.,55.43646,-4.485519999999999,POINT (-4.48552 55.4364600333384)
1719,Dunblane Wwtw,56.1824,-3.96449,POINT (-3.964489999999999 56.182400032308024)
1720,Dunfermline ,56.01984,-3.41065,POINT (-3.41065 56.019840032536514)
1721,Great Waldingfield ,52.06416901,0.78935706,POINT (0.7893570630000002 52.06416904732098)
1722,Castle Cary ,51.08467828,-2.53091567,POINT (-2.530915667 51.08467831823489)
1723,Great Wenham ,52.00116928,1.02119564,POINT (1.021195637 52.00116931738336)
1724,Chard ,50.90350231,-2.94127565,POINT (-2.941275646999999 50.90350234839058)
1725,Charfield ,51.63843452,-2.40759902,POINT (-2.407599023 51.63843455773296)
1726,Great Yarmouth (Caister) ,52.63945131,1.72111986,POINT (1.721119859 52.63945134672948)
1727,Charmouth ,50.74005907,-2.89209057,POINT (-2.8920905690000005 50.740059108527376)
1728,Bredon ,52.02586438,-2.12749388,POINT (-2.1274938799999994 52.02586441735897)
1729,Cheddar ,51.26953368,-2.78962626,POINT (-2.7896262579999997 51.2695337180717)
1730,Chew Stoke ,51.35508918,-2.61804803,POINT (-2.618048033 51.35508921799466)
1731,Bridgnorth   ,52.51659782,-2.3932835999999997,POINT (-2.3932835960000003 52.51659785685912)
1732,Chippenham ,51.44127109,-2.11938092,POINT (-2.1193809169999995 51.44127112791614)
1733,Oldhurst ,52.38266123,-0.09883424,POINT (-0.098834244 52.38266126699837)
1734,Broadway ,52.03828423,-1.88421349,POINT (-1.8842134859999993 52.03828426734667)
1735,Christchurch ,50.74151875,-1.76881063,POINT (-1.7688106260000003 50.74151878852617)
1736,Compton Bassett ,51.43161909,-1.97680392,POINT (-1.976803921 51.431619127924975)
1737,Corfe Castle ,50.64713075,-2.05511892,POINT (-2.055118917 50.64713078860359)
1738,Corfe Mullen ,50.79048661,-2.01074125,POINT (-2.0107412500000006 50.79048664848556)
1739,Crewkerne East ,50.88272924,-2.7830671000000002,POINT (-2.7830671030000014 50.88272927840818)
1740,Devizes ,51.35105598,-2.00842036,POINT (-2.0084203590000005 51.3510560179983)
1741,Dorchester ,50.71097727,-2.4135178,POINT (-2.413517802 50.71097730855135)
1742,Downton ,50.98320435,-1.75322598,POINT (-1.7532259750000003 50.98320438832262)
1743,East Coker ,50.91268134,-2.65014576,POINT (-2.6501457590000004 50.912681378382814)
1744,Lavenham  F/E,52.10237899,0.80761592,POINT (0.807615917 52.102379027282915)
1745,Rendlesham Park  F/E,52.13399822,1.41497577,POINT (1.4149757740000002 52.133998257251314)
1746,Cranwell ,53.03914246,-0.4858983,POINT (-0.485898304 53.03914249629578)
1747,Droitwich ,52.25294853,-2.20270804,POINT (-2.2027080390000005 52.25294856713124)
1748,Duffield ,52.96862648,-1.47451746,POINT (-1.4745174560000005 52.96862651637361)
1749,Dunchurch ,52.32544943,-1.3082919,POINT (-1.308291899 52.32544946705723)
1750,Kineton ,52.15381539,-1.52552321,POINT (-1.5255232129999998 52.15381542723142)
1751,Kinver ,52.43757741,-2.21914812,POINT (-2.2191481219999996 52.43757744694154)
1752,Evercreech ,51.14124651,-2.50897962,POINT (-2.5089796239999997 51.14124654818543)
1753,Fordingbridge ,50.91863459,-1.7975253,POINT (-1.7975252950000002 50.91863462837776)
1754,Dunnswoods.T.W.,55.97249,-3.95373,POINT (-3.95373 55.97249003260266)
1755,Frome ,51.23659209,-2.32367876,POINT (-2.3236787629999998 51.2365921281011)
1756,Dunoon Wwtw,55.92864,-4.93814,POINT (-4.938140000000001 55.92864003266375)
1757,Gillingham ,51.03104932,-2.2830276,POINT (-2.2830276 51.03104935828145)
1758,Brockhampton ,51.93186355,-2.07966766,POINT (-2.07966766 51.931863587451396)
1759,Glastonbury ,51.14065058,-2.73576497,POINT (-2.735764971 51.14065061818592)
1760,Bulkington ,52.4747709,-1.44154888,POINT (-1.441548877 52.47477093690282)
1761,Bournemouth (Holdenhurst) ,50.75491231,-1.81637689,POINT (-1.8163768910000002 50.754912348515106)
1762,Hurdcott ,51.10309042,-1.76301528,POINT (-1.763015283 51.10309045821884)
1763,Kirkby Malzeard ,54.16196642,-1.6239589,POINT (-1.623958898 54.161966454982995)
1764,Kirkbymoorside ,54.26195308,-0.91996809,POINT (-0.919968093 54.26195311485966)
1765,Ilchester ,51.00120531,-2.69043152,POINT (-2.6904315220000004 51.00120534830716)
1766,Ilminster ,50.94300867,-2.91502941,POINT (-2.915029411 50.943008708357)
1767,Keevil ,51.33131926,-2.10258816,POINT (-2.1025881629999996 51.331319298016155)
1768,Keynsham ,51.41686425,-2.48385156,POINT (-2.483851555 51.416864287938466)
1769,Clevedon / Nailsea / Yatton   ,51.40934729,-2.87945139,POINT (-2.879451394 51.409347327945326)
1770,Bournemouth (Kinson) ,50.76740734,-1.88254867,POINT (-1.882548674 50.76740737850474)
1771,Olney ,52.16509931,-0.70445316,POINT (-0.7044531590000002 52.16509934722006)
1772,Oundle ,52.49539438,-0.47102844,POINT (-0.4710284420000002 52.49539441688128)
1773,Over ,52.31885396,0.03262648,POINT (0.03262648 52.318853997064004)
1774,Maghera,54.839,-6.67,POINT (-6.670000000000002 54.83900003412856)
1775,Newport ,51.98764308,0.21727318,POINT (0.217273178 51.987643117396686)
1776,Wychbold ,52.29018658,-2.12488118,POINT (-2.124881184 52.2901866170933)
1777,Hathersage ,53.32199048,-1.64673536,POINT (-1.646735359 53.32199051597792)
1778,Wolverhampton (Barnhurst) ,52.61254009,-2.1491328999999997,POINT (-2.149132899 52.61254012675804)
1779,Stourbridge & Halesowen   ,52.45218923,-2.19155684,POINT (-2.19155684 52.45218926692634)
1780,New Holland,53.70099684,-0.37029367,POINT (-0.370293667 53.70099687553828)
1781,North Hykeham ,53.18273724,-0.56653581,POINT (-0.566535809 53.18273727613552)
1782,North Walsham ,52.82530445,1.40672718,POINT (1.406727182 52.82530448653009)
1783,Norwich   ,52.61670235,1.36426613,POINT (1.364266127 52.61670238675362)
1784,Oakham ,52.66892307,-0.70915486,POINT (-0.709154856 52.66892310669814)
1785,Crofton ,53.66157057,-1.45398733,POINT (-1.453987334 53.661570605584735)
1786,Cudworth ,53.563130799999996,-1.41237748,POINT (-1.41237748 53.5631308357)
1787,Darfield ,53.52829847,-1.36790495,POINT (-1.3679049520000002 53.52829850574053)
1788,Barnsley (Darton) ,53.57566678,-1.51174245,POINT (-1.5117424530000003 53.575666815685366)
1789,Denaby ,53.49091749,-1.25875003,POINT (-1.2587500250000003 53.490917525783885)
1790,Odell ,52.21476494,-0.56748238,POINT (-0.56748238 52.21476497716996)
1791,Old Buckenham ,52.47391097,1.03449457,POINT (1.0344945649999997 52.47391100690371)
1792,Papworth Everard ,52.25866679999999,-0.12510973,POINT (-0.125109728 52.25866683712541)
1793,Markethill,54.297,-6.507000000000001,POINT (-6.507000000000001 54.29700003481619)
1794,Moira,54.48,-6.207999999999999,POINT (-6.207999999999999 54.480000034587235)
1795,Moneymore,54.687,-6.662000000000001,POINT (-6.662000000000001 54.687000034324285)
1796,Moneyreagh,54.53,-5.822,POINT (-5.822 54.53000003452411)
1797,Rowington ,52.32419453,-1.72853073,POINT (-1.7285307290000003 52.324194567058505)
1798,Rugby Newbold ,52.38297007,-1.27536498,POINT (-1.2753649760000003 52.38297010699806)
1799,Rugeley ,52.78001171,-1.95223499,POINT (-1.9522349929999998 52.78001174657905)
1800,Telford   ,52.71956728,-2.57439413,POINT (-2.5743941320000006 52.71956731664404)
1801,Scarcliffe ,53.21058788,-1.25100236,POINT (-1.251002363 53.21058791610417)
1802,Scunthorpe ,53.54328924,-0.68178866,POINT (-0.681788656 53.54328927572311)
1803,Shardlow ,52.87168585,-1.32519169,POINT (-1.32519169 52.8716858864797)
1804,Shawbury ,52.79146722,-2.64755973,POINT (-2.6475597300000002 52.79146725656669)
1805,Shenstone ,52.63569694,-1.82352697,POINT (-1.8235269740000004 52.63569697673348)
1806,Shepshed ,52.782559899999995,-1.27289935,POINT (-1.272899348 52.7825599365763)
1807,Shifnal ,52.64985846,-2.38383665,POINT (-2.383836646 52.649858496718416)
1808,Langport ,51.03946558,-2.83659839,POINT (-2.8365983890000006 51.03946561827415)
1809,Lavington   ,51.2948669,-2.00283069,POINT (-2.0028306910000007 51.29486693804898)
1810,Duns Wwtw,55.77168,-2.3237200000000002,POINT (-2.32372 55.77168003288116)
1811,Eagleshams.T.W.,55.7516,-4.263730000000001,POINT (-4.26373 55.751600032908804)
1812,Eastcalder Wwtw,55.89832,-3.4734800000000003,POINT (-3.47348 55.8983200327059)
1813,Eastriggs S.T.W.,54.9744,-3.18262,POINT (-3.1826200000000004 54.97440003395238)
1814,"Edinburgh,Seafieldwwtw",55.97062,-3.1423200000000002,POINT (-3.1423199999999993 55.970620032605275)
1815,Lytchett Minster ,50.73178276,-2.04707149,POINT (-2.047071486 50.73178279853421)
1816,Evanton,57.66078,-4.3263300000000005,POINT (-4.32633 57.660780030139705)
1817,Malmesbury ,51.58177652,-2.08222653,POINT (-2.082226525 51.58177655778609)
1818,Fallin Wwtw,56.10885,-3.87405,POINT (-3.8740499999999995 56.10885003241165)
1819,Marnhull   ,50.96068414,-2.33428617,POINT (-2.334286168 50.9606841783419)
1820,Fauldhouse Wwtw,55.824040000000004,-3.69179,POINT (-3.69179 55.82404003280885)
1821,Martock   ,50.97166957,-2.78242608,POINT (-2.782426081 50.971669608332526)
1822,Melksham ,51.37533283,-2.14564414,POINT (-2.1456441440000003 51.37533286797629)
1823,Burntwood ,52.66858341,-1.88359433,POINT (-1.8835943289999997 52.668583446698484)
